"","item_name","group","subcategory","url","path","description","scrape_status"
"93","Moonlight Gloves","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Moonlight+Gloves","/Moonlight+Gloves","Gloves of the Dark Sun Gwyndolin, protector of the forsaken city of Anor Londo. The power of the moon was strong inGwyndolin, and thus he was raised as a daughter. His magic garb is silk-thin, and hardly provides any physical defense","ok_blockquote"
"94","Orntein's Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Orntein's+Gauntlets","/Orntein's+Gauntlets","""Gauntlets of the dragonslayer Ornstein, who guards the cathedral in the forsaken city of Anor Londo. Ornstein is believed to be the captain of the Four Knights. His golden lion gauntlets are imbued with the power of lightning and should provide good protection against it.""","ok_p_tag"
"95","Painting Guardian Gloves","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Painting+Guardian+Gloves","/Painting+Guardian+Gloves","Gloves worn by the alabaster-clothed guardians of the paintings in Anor Londo. Offer substantial protection versus magic. They have guarded the Great Painting of Ariamis for ages, passing their duty down through generations, but the reason for doing so passed from all memory long ago.","ok_blockquote"
"96","Paladin Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Paladin+Gauntlets","/Paladin+Gauntlets","""Gauntlets of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its first Undead, a paladin in golden armor. With the legendary treasures Grant and Sanctus, Leeroy set out for Lordran, Land of the Gods, in the first Undead mission of the Way of White.""","ok_p_tag"
"97","Shadow Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Shadow+Gauntlets","/Shadow+Gauntlets","Black cloth gauntlets worn by spooks from an Eastern land. Designed so as not to hinder their unique form of martial arts. White they sacrifice defense for the sake of greater mobility, they do offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage.","ok_blockquote"
"98","Silver Knight Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Silver+Knight+Gauntlets","/Silver+Knight+Gauntlets","""Gauntlets of the Silver Knights who protect Anor Londo. When Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in the service of their goddess.""","ok_p_tag"
"99","Smough's Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Smough's+Gauntlets","/Smough's+Gauntlets","""Gauntlets of Smough, the Executioner, protector of the cathedral at the forsaken city of Anor Londo. It offers extremely high defense and can be worn by humans, but not without great difficulty.""","ok_p_tag"
"100","Sorcerer Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Sorcerer+Gauntlets","/Sorcerer+Gauntlets","""Gauntlets worn by proper sorcerers who studied at Vinheim Dragon School. The majority take pride in having studied at the academy and look down on breaking the formal dress code established for sorcerers.""","ok_blockquote"
"101","Steel Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Steel+Gauntlets","/Steel+Gauntlets","""Gauntlets of the Knights of Berenike, known for their heavy armaments and armor Countless Knights of Berenike, once extolled as the mightiest of mighty, became Undead and ventured to Lordran. But their journey was for naught, as they went Hollow, and became a threat to all Undead.""","ok_p_tag"
"102","Stone Gauntlets","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Stone+Gauntlets","/Stone+Gauntlets","""Moss-covered gauntlets of the Stone Knight, defender of the Darkroot Garden. The Stone Knight is a product of ancient magic, and although these gauntlets are also imbued with magic, they are incredibly heavy.""","ok_p_tag"
"103","Tattered Cloth Manchette","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Tattered+Cloth+Manchette","/Tattered+Cloth+Manchette","Manchette worn by the pyromancers of the Great Swamp. Though it appears tattered, it is actually quite strong. Their attire offers substantial protection against poison, fire, and other forces of nature out in the hinterlands where they were driven.","ok_blockquote"
"104","Travelling Gloves","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Travelling+Gloves","/Travelling+Gloves","Thick, sturdy gloves made for travelers on extended journeys.","ok_blockquote"
"105","Wanderer Manchette","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Wanderer+Manchette","/Wanderer+Manchette","Manchette of an aimless wanderer. Made from sturdy leather and protects the hands. Boots of an aimless traveler. Made from sturdy leather. A must-have for long journeys.","ok_blockquote"
"106","Witch Gloves","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Witch+Gloves","/Witch+Gloves","Gloves of the rogue witch Beatrice. Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal.","ok_blockquote"
"107","Xanthous Gloves","ARMOR","Gauntlets","https://darksouls.wiki.fextralife.com/Xanthous+Gloves","/Xanthous+Gloves","Mysterious items once worn by the Xanthous King Jeremiah, the legendary exile. No one knows where it came from. They may be tattered, but its bright yellow color still stings the eyes.","ok_blockquote"
"108","Balder Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Balder+Helm","/Balder+Helm","Helm worn by the knights of the ancient kingdom of Balder. It is made from thick iron plates. Balder was the homeland of the Knight King Rendal, but it came to ruin after a great many Undead were spawned","ok_blockquote"
"109","Big Hat","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Big+Hat","/Big+Hat","""Gigantic hat worn by the great sorcerer Logan. It completely hid his face, which led to his nickname ""Big Hat."" Famously antisocial, Logan used it to block out noise and people's stares so he could focus on his own thoughts, but it does not possess any special magic powers.""","ok_blockquote"
"110","Black Iron Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Black+Iron+Helm","/Black+Iron+Helm","""Helm of Black Iron Tarkus, a knight known for his great strength. Built of a special black iron and providing strong defense, notably against fire, but so terrible heavy to be unwieldy to all but Tarkus himself.""","ok_blockquote"
"111","Black Knight Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Black+Knight+Helm","/Black+Knight+Helm","Helm of the Black Knight who haunt Lordran. The knights followed Lord Gwyn when he departed to link the flame, but they were burned to ashes in newly kindled fire, wandering the world as disembodied spirits ever after.","ok_blockquote"
"112","Black Sorcerer Hat","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Black+Sorcerer+Hat","/Black+Sorcerer+Hat","Hat worn by the secret sorcerers at Vinheim Dragon School. They secretly work with sound-based spells, and never reveal themselves.","ok_blockquote"
"113","Bloated Head","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Bloated+Head","/Bloated+Head","""The head of an Oolacile resident whose humanity went wild after being devoured by the Dark of Manus, Father of the Abyss. The bloated head is fissured, the cracks lined with innumerable tiny red eyeballs with a hard outside and mucous-filled inside, no sane person could ever wear it.""","ok_blockquote"
"114","Bloated Sorcerer Head","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Bloated+Sorcerer+Head","/Bloated+Sorcerer+Head","""The head of an Oolacile resident whose humanity went wild after being devoured by the Dark of Manus, Father of the Abyss. The bloated head is fissured, the cracks lined with innumerable tiny red eyeballs and accented by protuding brain parts. It is lightly enchanted, suggesting that it may have belonged to a sorcerer.""","ok_blockquote"
"115","Brass Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Brass+Helm","/Brass+Helm","""Helm of the Darkmoon Knightess, Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of Darkmoon, and assumed the flame-keeping duty. She received this helm, which hides her hideous form and helps her hunt the guilty.""","ok_blockquote"
"116","Brigand Hood","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Brigand+Hood","/Brigand+Hood","Worn by the brigands who raid mountain hamlets and attack travelers. In addition to protecting against the blazing sun, dust, and sand, it helps them tell friend from foe in the heat of battle.","ok_blockquote"
"117","Catarina Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Catarina+Helm","/Catarina+Helm","""Distinctively shaped helm worn by the Knights of Catarina. Outside Catarina, it is often ridiculed for their onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying.""","ok_blockquote"
"118","Chain Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Chain+Helm","/Chain+Helm","""A chainmail helm of thin interlinking rings of steel. It is common throughout the human world since it can be easily produced, it is not too heavy, and offers good defense. Knights may favor flashy armor, but for warriors on the battlefield, anything is fine as long as it keeps them alive.""","ok_blockquote"
"119","Cleric Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Cleric+Helm","/Cleric+Helm","Helm worn by the warrior clerics of the Way of White, who are famous for being unyielding in battle. It is rather substantial in size and weight, making its wearer look even bigger than he actually is.","ok_blockquote"
"120","Crown of Dusk","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Crown+of+Dusk","/Crown+of+Dusk","Special magic crown bestowed upon Dusk, Princess of Oolacile, upon her birth. Its wearer is blessed by all manner of magic. This raises the power and effect of the wearer's magic, but damage suffered by magic attack also rises.","ok_blockquote"
"121","Crown of the Dark Sun","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Crown+of+the+Dark+Sun","/Crown+of+the+Dark+Sun","Crown of the Dark Sun Gwyndolin, protector of the forsaken city of Anor Londo. This crown of the gods demands faith immeasurable of its wearer, but it is imbued with Darkmoon power that enhances all magic. The image of the sun manifests Gwyndolin's deep adoration of the sun.""","ok_blockquote"
"122","Crown of the Great Lord","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Crown+of+the+Great+Lord","/Crown+of+the+Great+Lord","Crown of Gwyn, Lord of Cinder, who linked the First Flame. Lord Gwyn, bearer of the ultimate soul, divided that power among his great clan before linking the flame. But he did keep his crown, perhaps to preserve a symbol of the monarch, for its actual power had fully subsided.","ok_blockquote"
"123","Crystalline Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Crystalline+Helm","/Crystalline+Helm","""Helm worn by a Hollowed knight, who was partially crystallized. The crystal power provides powerful defense, but it cannot be used for long because it is easily broken and cannot be repaired.""","ok_blockquote"
"124","Dark Mask","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Dark+Mask","/Dark+Mask","Mask of the Darkwraiths, former knights of New Londo who descended into Dark. Some say the skeletal mask of an ancient Darkwraith is partially fused with the flesh of its face.","ok_blockquote"
"125","Dingy Hood","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Dingy+Hood","/Dingy+Hood","Worn by the Fire Keeper at Firelink Shrine. It is thought to have once been the white hood of a maiden, but smoke and ashes from bonfires darkened it over the years.","ok_blockquote"
"126","Eastern Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Eastern+Helm","/Eastern+Helm","A distinctive helm made in an Eastern land. Exquisitely crafted, this helm offers excellent defense, particularly versus slash attacks, which are one of the main threats in battles in the East.","ok_blockquote"
"127","Elite Knight Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Elite+Knight+Helm","/Elite+Knight+Helm","Helm of a nameless knight, perhaps an elite knight of Astora. Although he was loath to give up on his Undead mission, he perished at the Undead Asylum, and went Hollow.","ok_blockquote"
"128","Fang Boar Helm","ARMOR","Helms","https://darksouls.wiki.fextralife.com/Fang+Boar+Helm","/Fang+Boar+Helm","""Severed head of the fully-armored Fang Boar taken by the one who killed it as proof of his victory, just as the Gods once did with the head of the ancient dragon. Can be worn on the head as a surprisingly sound piece of protective gear.""","ok_blockquote"
